question,p,human_fraction,outcome,latency_s
obscene,0.05,0.0,0,4.31
toxicity,0.11,0.0,0,4.594
insult,0.08,0.0,0,4.594
threat,0.02,0.0,0,4.594
obscene,0.02,0.0,0,4.594
toxicity,0.23,0.5,1,0.984
insult,0.17,0.20000000298023224,0,0.984
threat,0.04,0.0,0,0.984
obscene,0.37,0.0,0,0.984
toxicity,0.14,0.0,0,0.969
insult,0.04,0.0,0,0.969
threat,0.01,0.0,0,0.969
obscene,0.02,0.0,0,0.969
toxicity,0.64,0.0,0,0.938
insult,0.82,0.0,0,0.938
threat,0.03,0.0,0,0.938
obscene,0.21,0.0,0,0.938
toxicity,0.15,0.1666666716337204,0,1.166
insult,0.11,0.1666666716337204,0,1.166
threat,0.02,0.0,0,1.166
obscene,0.02,0.0,0,1.166
toxicity,0.19,0.0,0,0.913
insult,0.11,0.0,0,0.913
threat,0.02,0.0,0,0.913
obscene,0.02,0.0,0,0.913
toxicity,0.06,0.0,0,0.936
insult,0.04,0.0,0,0.936
threat,0.01,0.0,0,0.936
obscene,0.02,0.0,0,0.936
toxicity,0.51,0.4000000059604645,0,0.879
insult,0.83,0.4000000059604645,0,0.879
threat,0.02,0.0,0,0.879
obscene,0.03,0.0,0,0.879
toxicity,0.12,0.0,0,0.931
insult,0.15,0.0,0,0.931
threat,0.02,0.0,0,0.931
obscene,0.03,0.0,0,0.931
toxicity,0.02,0.0,0,0.943
insult,0.01,0.0,0,0.943
threat,0.01,0.0,0,0.943
obscene,0.01,0.0,0,0.943
toxicity,0.19,0.0,0,0.931
insult,0.15,0.0,0,0.931
threat,0.03,0.0,0,0.931
obscene,0.02,0.0,0,0.931
toxicity,0.28,0.0,0,0.985
insult,0.13,0.0,0,0.985
threat,0.03,0.0,0,0.985
obscene,0.09,0.0,0,0.985
toxicity,0.18,0.0,0,0.92
insult,0.04,0.0,0,0.92
threat,0.01,0.0,0,0.92
obscene,0.02,0.0,0,0.92
toxicity,0.21,0.0,0,0.912
insult,0.18,0.0,0,0.912
threat,0.02,0.0,0,0.912
obscene,0.02,0.0,0,0.912
toxicity,0.16,0.0,0,0.929
insult,0.08,0.0,0,0.929
threat,0.01,0.0,0,0.929
obscene,0.02,0.0,0,0.929
toxicity,0.12,0.0,0,0.927
insult,0.07,0.0,0,0.927
threat,0.01,0.0,0,0.927
obscene,0.02,0.0,0,0.927
toxicity,0.82,0.699999988079071,1,0.977
insult,0.78,0.30000001192092896,0,0.977
threat,0.03,0.0,0,0.977
obscene,0.47,0.0,0,0.977
toxicity,0.67,0.375,0,0.966
insult,0.79,0.3333333432674408,0,0.966
threat,0.1,0.0,0,0.966
obscene,0.15,0.1805555522441864,0,0.966
toxicity,0.07,0.0,0,0.912
insult,0.03,0.0,0,0.912
threat,0.01,0.0,0,0.912
obscene,0.03,0.0,0,0.912
toxicity,0.21,0.0,0,0.916
insult,0.04,0.0,0,0.916
threat,0.01,0.0,0,0.916
obscene,0.01,0.0,0,0.916
toxicity,0.1,0.0,0,0.974
insult,0.12,0.0,0,0.974
threat,0.01,0.0,0,0.974
obscene,0.01,0.0,0,0.974
toxicity,0.19,0.0,0,0.98
insult,0.33,0.0,0,0.98
threat,0.02,0.0,0,0.98
obscene,0.02,0.0,0,0.98
toxicity,0.23,0.1428571492433548,0,0.876
insult,0.42,0.0,0,0.876
threat,0.02,0.0,0,0.876
obscene,0.19,0.0,0,0.876
toxicity,0.09,0.0,0,0.87
insult,0.04,0.0,0,0.87
threat,0.01,0.0,0,0.87
obscene,0.01,0.0,0,0.87
toxicity,0.8,0.4000000059604645,0,0.987
insult,0.82,0.30000001192092896,0,0.987
threat,0.03,0.20000000298023224,0,0.987
obscene,0.56,0.0,0,0.987
toxicity,0.45,0.4000000059604645,0,0.903
insult,0.44,0.20000000298023224,0,0.903
threat,0.02,0.0,0,0.903
obscene,0.03,0.0,0,0.903
toxicity,0.16,0.0,0,1.299
insult,0.11,0.0,0,1.299
threat,0.01,0.0,0,1.299
obscene,0.04,0.0,0,1.299
toxicity,0.15,0.20000000298023224,0,0.968
insult,0.09,0.30000001192092896,0,0.968
threat,0.01,0.0,0,0.968
obscene,0.07,0.0,0,0.968
toxicity,0.68,0.30000001192092896,0,0.921
insult,0.84,0.10000000149011612,0,0.921
threat,0.02,0.0,0,0.921
obscene,0.14,0.0,0,0.921
toxicity,0.59,0.20000000298023224,0,0.92
insult,0.82,0.10000000149011612,0,0.92
threat,0.02,0.0,0,0.92
obscene,0.03,0.0,0,0.92
toxicity,0.56,0.1666666716337204,0,0.945
insult,0.58,0.1666666716337204,0,0.945
threat,0.02,0.0,0,0.945
obscene,0.02,0.0,0,0.945
toxicity,0.15,0.20000000298023224,0,0.898
insult,0.19,0.20000000298023224,0,0.898
threat,0.02,0.0,0,0.898
obscene,0.08,0.0,0,0.898
toxicity,0.29,0.30000001192092896,0,0.872
insult,0.18,0.20000000298023224,0,0.872
threat,0.01,0.0,0,0.872
obscene,0.03,0.0,0,0.872
toxicity,0.13,0.0,0,0.956
insult,0.1,0.0,0,0.956
threat,0.01,0.0,0,0.956
obscene,0.02,0.0,0,0.956
toxicity,0.02,0.0,0,0.911
insult,0.01,0.0,0,0.911
threat,0.01,0.0,0,0.911
obscene,0.01,0.0,0,0.911
toxicity,0.68,0.20000000298023224,0,0.919
insult,0.79,0.10000000149011612,0,0.919
threat,0.02,0.0,0,0.919
obscene,0.03,0.0,0,0.919
toxicity,0.67,0.4000000059604645,0,0.879
insult,0.88,0.4000000059604645,0,0.879
threat,0.03,0.10000000149011612,0,0.879
obscene,0.44,0.0,0,0.879
toxicity,0.07,0.0,0,0.902
insult,0.03,0.0,0,0.902
threat,0.01,0.0,0,0.902
obscene,0.08,0.0,0,0.902
toxicity,0.13,0.0,0,0.967
insult,0.07,0.0,0,0.967
threat,0.01,0.0,0,0.967
obscene,0.03,0.0,0,0.967
toxicity,0.73,0.20000000298023224,0,0.931
insult,0.6,0.10000000149011612,0,0.931
threat,0.11,0.0,0,0.931
obscene,0.06,0.0,0,0.931
toxicity,0.4,0.30000001192092896,0,0.88
insult,0.43,0.30000001192092896,0,0.88
threat,0.01,0.0,0,0.88
obscene,0.02,0.0,0,0.88
toxicity,0.06,0.0,0,0.927
insult,0.03,0.0,0,0.927
threat,0.01,0.0,0,0.927
obscene,0.02,0.0,0,0.927
toxicity,0.03,0.0,0,0.938
insult,0.02,0.0,0,0.938
threat,0.01,0.0,0,0.938
obscene,0.01,0.0,0,0.938
toxicity,0.38,0.0,0,0.982
insult,0.3,0.0,0,0.982
threat,0.01,0.0,0,0.982
obscene,0.02,0.0,0,0.982
toxicity,0.15,0.1666666716337204,0,0.89
insult,0.15,0.1666666716337204,0,0.89
threat,0.01,0.0,0,0.89
obscene,0.02,0.0,0,0.89
toxicity,0.28,0.1666666716337204,0,0.963
insult,0.14,0.0,0,0.963
threat,0.02,0.0,0,0.963
obscene,0.02,0.0,0,0.963
toxicity,0.52,0.0,0,0.946
insult,0.42,0.0,0,0.946
threat,0.01,0.0,0,0.946
obscene,0.02,0.0,0,0.946
toxicity,0.04,0.0,0,1.305
insult,0.03,0.0,0,1.305
threat,0.01,0.0,0,1.305
obscene,0.01,0.0,0,1.305
toxicity,0.48,0.0,0,0.907
insult,0.46,0.0,0,0.907
threat,0.02,0.0,0,0.907
obscene,0.26,0.0,0,0.907
toxicity,0.12,0.0,0,0.95
insult,0.03,0.0,0,0.95
threat,0.01,0.0,0,0.95
obscene,0.01,0.0,0,0.95
toxicity,0.72,0.0,0,0.973
insult,0.71,0.0,0,0.973
threat,0.08,0.0,0,0.973
obscene,0.04,0.0,0,0.973
toxicity,0.79,0.0,0,0.875
insult,0.64,0.0,0,0.875
threat,0.07,0.0,0,0.875
obscene,0.03,0.0,0,0.875
toxicity,0.15,0.0,0,0.994
insult,0.04,0.0,0,0.994
threat,0.01,0.0,0,0.994
obscene,0.01,0.0,0,0.994
toxicity,0.58,0.20000000298023224,0,0.927
insult,0.76,0.0,0,0.927
threat,0.03,0.0,0,0.927
obscene,0.04,0.0,0,0.927
toxicity,0.01,0.0,0,0.951
insult,0.01,0.0,0,0.951
threat,0.01,0.0,0,0.951
obscene,0.01,0.0,0,0.951
toxicity,0.32,0.0,0,0.952
insult,0.66,0.0,0,0.952
threat,0.03,0.0,0,0.952
obscene,0.04,0.0,0,0.952
toxicity,0.29,0.0,0,1.096
insult,0.23,0.0,0,1.096
threat,0.02,0.0,0,1.096
obscene,0.02,0.0,0,1.096
toxicity,0.31,0.4000000059604645,0,0.879
insult,0.28,0.30000001192092896,0,0.879
threat,0.02,0.0,0,0.879
obscene,0.16,0.20000000298023224,0,0.879
toxicity,0.78,0.30000001192092896,0,2.148
insult,0.97,0.30000001192092896,0,2.148
threat,0.02,0.0,0,2.148
obscene,0.07,0.0,0,2.148
toxicity,0.63,0.1666666716337204,0,0.918
insult,0.39,0.0,0,0.918
threat,0.06,0.0,0,0.918
obscene,0.03,0.0,0,0.918
toxicity,0.21,0.0,0,0.925
insult,0.12,0.0,0,0.925
threat,0.03,0.0,0,0.925
obscene,0.02,0.0,0,0.925
toxicity,0.41,0.1666666716337204,0,0.98
insult,0.67,0.1666666716337204,0,0.98
threat,0.03,0.0,0,0.98
obscene,0.1,0.0,0,0.98
toxicity,0.4,0.0,0,1.054
insult,0.26,0.0,0,1.054
threat,0.29,0.0,0,1.054
obscene,0.02,0.0,0,1.054
toxicity,0.38,0.0,0,0.892
insult,0.54,0.0,0,0.892
threat,0.03,0.0,0,0.892
obscene,0.05,0.0,0,0.892
toxicity,0.47,0.0,0,1.055
insult,0.28,0.0,0,1.055
threat,0.02,0.0,0,1.055
obscene,0.04,0.0,0,1.055
toxicity,0.19,0.0,0,0.934
insult,0.32,0.0,0,0.934
threat,0.01,0.0,0,0.934
obscene,0.02,0.0,0,0.934
toxicity,0.71,0.0,0,0.887
insult,0.87,0.0,0,0.887
threat,0.03,0.0,0,0.887
obscene,0.03,0.0,0,0.887
toxicity,0.29,0.0,0,0.922
insult,0.14,0.0,0,0.922
threat,0.02,0.0,0,0.922
obscene,0.02,0.0,0,0.922
toxicity,0.42,0.699999988079071,1,0.956
insult,0.73,0.800000011920929,1,0.956
threat,0.02,0.0,0,0.956
obscene,0.18,0.20000000298023224,0,0.956
toxicity,0.11,0.0,0,0.93
insult,0.06,0.0,0,0.93
threat,0.03,0.0,0,0.93
obscene,0.01,0.0,0,0.93
toxicity,0.81,0.30000001192092896,0,0.908
insult,0.95,0.4000000059604645,0,0.908
threat,0.05,0.0,0,0.908
obscene,0.39,0.0,0,0.908
toxicity,0.12,0.0,0,0.979
insult,0.03,0.0,0,0.979
threat,0.01,0.0,0,0.979
obscene,0.03,0.0,0,0.979
toxicity,0.25,0.0,0,0.918
insult,0.04,0.0,0,0.918
threat,0.01,0.0,0,0.918
obscene,0.01,0.0,0,0.918
toxicity,0.06,0.30000001192092896,0,0.913
insult,0.03,0.30000001192092896,0,0.913
threat,0.01,0.0,0,0.913
obscene,0.02,0.0,0,0.913
toxicity,0.29,0.5,1,0.959
insult,0.25,0.10000000149011612,0,0.959
threat,0.02,0.0,0,0.959
obscene,0.02,0.10000000149011612,0,0.959
toxicity,0.2,0.0,0,1.013
insult,0.27,0.0,0,1.013
threat,0.02,0.0,0,1.013
obscene,0.03,0.0,0,1.013
toxicity,0.36,0.0,0,1.582
insult,0.73,0.0,0,1.582
threat,0.03,0.0,0,1.582
obscene,0.03,0.0,0,1.582
toxicity,0.18,0.0,0,0.962
insult,0.17,0.0,0,0.962
threat,0.02,0.0,0,0.962
obscene,0.02,0.0,0,0.962
toxicity,0.21,0.20000000298023224,0,0.978
insult,0.18,0.20000000298023224,0,0.978
threat,0.04,0.10000000149011612,0,0.978
obscene,0.06,0.0,0,0.978
toxicity,0.13,0.0,0,0.933
insult,0.11,0.0,0,0.933
threat,0.02,0.0,0,0.933
obscene,0.02,0.0,0,0.933
toxicity,0.61,0.4000000059604645,0,0.86
insult,0.88,0.4000000059604645,0,0.86
threat,0.02,0.0,0,0.86
obscene,0.43,0.0,0,0.86
toxicity,0.2,0.0,0,0.902
insult,0.13,0.0,0,0.902
threat,0.01,0.0,0,0.902
obscene,0.02,0.0,0,0.902
toxicity,0.02,0.0,0,0.892
insult,0.01,0.0,0,0.892
threat,0.01,0.0,0,0.892
obscene,0.01,0.0,0,0.892
toxicity,0.37,0.20000000298023224,0,0.906
insult,0.68,0.0,0,0.906
threat,0.02,0.0,0,0.906
obscene,0.11,0.0,0,0.906
toxicity,0.06,0.0,0,0.921
insult,0.03,0.0,0,0.921
threat,0.01,0.0,0,0.921
obscene,0.01,0.0,0,0.921
toxicity,0.04,0.0,0,0.941
insult,0.04,0.0,0,0.941
threat,0.02,0.0,0,0.941
obscene,0.03,0.0,0,0.941
toxicity,0.33,0.0,0,0.914
insult,0.16,0.0,0,0.914
threat,0.03,0.0,0,0.914
obscene,0.02,0.0,0,0.914
toxicity,0.02,0.0,0,0.939
insult,0.02,0.0,0,0.939
threat,0.01,0.0,0,0.939
obscene,0.01,0.0,0,0.939
toxicity,0.43,0.0,0,0.918
insult,0.55,0.0,0,0.918
threat,0.02,0.0,0,0.918
obscene,0.02,0.0,0,0.918
toxicity,0.75,0.5,1,0.899
insult,0.89,0.5,1,0.899
threat,0.03,0.0,0,0.899
obscene,0.06,0.10000000149011612,0,0.899
toxicity,0.23,0.0,0,0.987
insult,0.25,0.0,0,0.987
threat,0.02,0.0,0,0.987
obscene,0.02,0.0,0,0.987
toxicity,0.28,0.1666666716337204,0,0.991
insult,0.34,0.0,0,0.991
threat,0.01,0.0,0,0.991
obscene,0.03,0.1666666716337204,0,0.991
toxicity,0.04,0.0,0,1.0
insult,0.06,0.0,0,1.0
threat,0.01,0.0,0,1.0
obscene,0.02,0.0,0,1.0
toxicity,0.21,0.0,0,0.887
insult,0.14,0.0,0,0.887
threat,0.01,0.0,0,0.887
obscene,0.02,0.0,0,0.887
toxicity,0.86,0.0,0,0.924
insult,0.86,0.0,0,0.924
threat,0.02,0.0,0,0.924
obscene,0.02,0.0,0,0.924
toxicity,0.16,0.0,0,1.02
insult,0.18,0.0,0,1.02
threat,0.01,0.0,0,1.02
obscene,0.02,0.0,0,1.02
toxicity,0.21,0.0,0,0.942
insult,0.42,0.0,0,0.942
threat,0.01,0.0,0,0.942
obscene,0.02,0.0,0,0.942
toxicity,0.22,0.0,0,0.906
insult,0.3,0.0,0,0.906
threat,0.01,0.0,0,0.906
obscene,0.02,0.0,0,0.906
toxicity,0.26,0.0,0,1.302
insult,0.62,0.0,0,1.302
threat,0.02,0.0,0,1.302
obscene,0.02,0.0,0,1.302
toxicity,0.42,0.0,0,0.925
insult,0.62,0.1666666716337204,0,0.925
threat,0.02,0.0,0,0.925
obscene,0.04,0.0,0,0.925
toxicity,0.35,0.0,0,0.897
insult,0.23,0.0,0,0.897
threat,0.03,0.0,0,0.897
obscene,0.02,0.0,0,0.897
toxicity,0.09,0.0,0,0.888
insult,0.03,0.0,0,0.888
threat,0.01,0.0,0,0.888
obscene,0.02,0.0,0,0.888
toxicity,0.25,0.20000000298023224,0,0.909
insult,0.6,0.20000000298023224,0,0.909
threat,0.02,0.0,0,0.909
obscene,0.03,0.0,0,0.909
toxicity,0.83,0.5,1,2.046
insult,0.8,0.6000000238418579,1,2.046
threat,0.13,0.0,0,2.046
obscene,0.06,0.0,0,2.046
toxicity,0.11,0.0,0,0.9
insult,0.04,0.0,0,0.9
threat,0.01,0.0,0,0.9
obscene,0.02,0.0,0,0.9
toxicity,0.11,0.0,0,0.88
insult,0.04,0.0,0,0.88
threat,0.01,0.0,0,0.88
obscene,0.01,0.0,0,0.88
toxicity,0.18,0.0,0,0.945
insult,0.06,0.0,0,0.945
threat,0.03,0.0,0,0.945
obscene,0.02,0.0,0,0.945
toxicity,0.15,0.0,0,0.919
insult,0.1,0.0,0,0.919
threat,0.02,0.0,0,0.919
obscene,0.02,0.0,0,0.919
toxicity,0.46,0.0,0,0.944
insult,0.65,0.0,0,0.944
threat,0.03,0.0,0,0.944
obscene,0.04,0.0,0,0.944
toxicity,0.34,0.0,0,0.923
insult,0.76,0.20000000298023224,0,0.923
threat,0.02,0.0,0,0.923
obscene,0.02,0.0,0,0.923
toxicity,0.42,0.0,0,0.899
insult,0.75,0.0,0,0.899
threat,0.02,0.0,0,0.899
obscene,0.1,0.0,0,0.899
toxicity,0.25,0.0,0,0.922
insult,0.18,0.0,0,0.922
threat,0.04,0.0,0,0.922
obscene,0.02,0.0,0,0.922
toxicity,0.62,0.0,0,0.88
insult,0.57,0.0,0,0.88
threat,0.02,0.0,0,0.88
obscene,0.03,0.0,0,0.88
toxicity,0.3,0.0,0,0.926
insult,0.15,0.0,0,0.926
threat,0.01,0.0,0,0.926
obscene,0.01,0.0,0,0.926
toxicity,0.26,0.0,0,0.988
insult,0.27,0.0,0,0.988
threat,0.01,0.0,0,0.988
obscene,0.03,0.0,0,0.988
toxicity,0.23,0.0,0,0.945
insult,0.2,0.0,0,0.945
threat,0.01,0.0,0,0.945
obscene,0.02,0.0,0,0.945
toxicity,0.3,0.0,0,1.247
insult,0.25,0.0,0,1.247
threat,0.04,0.0,0,1.247
obscene,0.11,0.0,0,1.247
toxicity,0.23,0.5394737124443054,1,0.931
insult,0.38,0.5,1,0.931
threat,0.01,0.0,0,0.931
obscene,0.38,0.14473684132099152,0,0.931
toxicity,0.2,0.4000000059604645,0,0.873
insult,0.18,0.4000000059604645,0,0.873
threat,0.01,0.0,0,0.873
obscene,0.03,0.0,0,0.873
toxicity,0.68,0.0,0,2.041
insult,0.76,0.0,0,2.041
threat,0.02,0.0,0,2.041
obscene,0.05,0.0,0,2.041
toxicity,0.13,0.1428571492433548,0,0.976
insult,0.07,0.0,0,0.976
threat,0.01,0.0,0,0.976
obscene,0.02,0.0,0,0.976
toxicity,0.56,0.30000001192092896,0,0.904
insult,0.8,0.10000000149011612,0,0.904
threat,0.02,0.0,0,0.904
obscene,0.03,0.10000000149011612,0,0.904
toxicity,0.67,0.0,0,0.923
insult,0.5,0.0,0,0.923
threat,0.02,0.0,0,0.923
obscene,0.15,0.0,0,0.923
toxicity,0.39,0.0,0,0.971
insult,0.32,0.0,0,0.971
threat,0.02,0.0,0,0.971
obscene,0.05,0.0,0,0.971
toxicity,0.62,0.30000001192092896,0,0.945
insult,0.64,0.30000001192092896,0,0.945
threat,0.03,0.0,0,0.945
obscene,0.06,0.0,0,0.945
toxicity,0.89,0.1666666716337204,0,0.907
insult,0.96,0.1666666716337204,0,0.907
threat,0.02,0.0,0,0.907
obscene,0.07,0.0,0,0.907
toxicity,0.05,0.7638888955116272,1,0.919
insult,0.03,0.1805555522441864,0,0.919
threat,0.01,0.0,0,0.919
obscene,0.6,0.8055555820465088,1,0.919
toxicity,0.39,0.0,0,0.941
insult,0.29,0.0,0,0.941
threat,0.01,0.0,0,0.941
obscene,0.02,0.0,0,0.941
toxicity,0.74,0.1666666716337204,0,0.963
insult,0.9,0.1666666716337204,0,0.963
threat,0.02,0.0,0,0.963
obscene,0.03,0.0,0,0.963
toxicity,0.27,0.0,0,0.932
insult,0.06,0.0,0,0.932
threat,0.01,0.0,0,0.932
obscene,0.02,0.0,0,0.932
toxicity,0.17,0.1666666716337204,0,1.172
insult,0.16,0.1666666716337204,0,1.172
threat,0.02,0.0,0,1.172
obscene,0.04,0.0,0,1.172
toxicity,0.2,0.0,0,1.084
insult,0.14,0.0,0,1.084
threat,0.01,0.0,0,1.084
obscene,0.03,0.0,0,1.084
toxicity,0.56,0.0,0,0.949
insult,0.55,0.0,0,0.949
threat,0.03,0.0,0,0.949
obscene,0.02,0.0,0,0.949
toxicity,0.57,0.6470588445663452,1,0.896
insult,0.91,0.5882353186607361,1,0.896
threat,0.34,0.04411764815449715,0,0.896
obscene,0.11,0.014705882407724857,0,0.896
toxicity,0.27,0.0,0,0.972
insult,0.16,0.0,0,0.972
threat,0.18,0.0,0,0.972
obscene,0.18,0.0,0,0.972
toxicity,0.74,0.1666666716337204,0,0.951
insult,0.82,0.1666666716337204,0,0.951
threat,0.01,0.0,0,0.951
obscene,0.47,0.0,0,0.951
toxicity,0.84,0.8064516186714172,1,0.888
insult,0.97,0.7903226017951965,1,0.888
threat,0.03,0.0,0,0.888
obscene,0.05,0.08064515888690948,0,0.888
toxicity,0.69,0.699999988079071,1,0.94
insult,0.71,0.6000000238418579,1,0.94
threat,0.04,0.0,0,0.94
obscene,0.02,0.0,0,0.94
toxicity,0.29,0.0,0,0.974
insult,0.44,0.0,0,0.974
threat,0.01,0.0,0,0.974
obscene,0.02,0.0,0,0.974
toxicity,0.13,0.1666666716337204,0,0.941
insult,0.12,0.0,0,0.941
threat,0.02,0.0,0,0.941
obscene,0.16,0.0,0,0.941
toxicity,0.39,0.4000000059604645,0,0.905
insult,0.75,0.4000000059604645,0,0.905
threat,0.02,0.0,0,0.905
obscene,0.03,0.0,0,0.905
toxicity,0.27,0.0,0,0.858
insult,0.19,0.0,0,0.858
threat,0.01,0.0,0,0.858
obscene,0.02,0.0,0,0.858
toxicity,0.31,0.1666666716337204,0,0.945
insult,0.46,0.1666666716337204,0,0.945
threat,0.02,0.0,0,0.945
obscene,0.04,0.0,0,0.945
toxicity,0.66,0.0,0,0.918
insult,0.85,0.0,0,0.918
threat,0.01,0.0,0,0.918
obscene,0.03,0.0,0,0.918
toxicity,0.23,0.1666666716337204,0,1.018
insult,0.15,0.0,0,1.018
threat,0.02,0.1666666716337204,0,1.018
obscene,0.05,0.0,0,1.018
toxicity,0.52,0.8055555820465088,1,0.894
insult,0.89,0.7638888955116272,1,0.894
threat,0.02,0.013888888992369175,0,0.894
obscene,0.22,0.1805555522441864,0,0.894
toxicity,0.2,0.0,0,0.936
insult,0.21,0.0,0,0.936
threat,0.02,0.0,0,0.936
obscene,0.02,0.0,0,0.936
toxicity,0.54,0.0,0,1.227
insult,0.64,0.0,0,1.227
threat,0.01,0.0,0,1.227
obscene,0.06,0.0,0,1.227
toxicity,0.7,0.5,1,0.925
insult,0.85,0.5,1,0.925
threat,0.02,0.0,0,0.925
obscene,0.05,0.0,0,0.925
toxicity,0.44,0.0,0,1.278
insult,0.37,0.0,0,1.278
threat,0.02,0.0,0,1.278
obscene,0.03,0.0,0,1.278
toxicity,0.13,0.0,0,0.864
insult,0.16,0.0,0,0.864
threat,0.01,0.0,0,0.864
obscene,0.06,0.0,0,0.864
toxicity,0.31,0.0,0,0.976
insult,0.24,0.0,0,0.976
threat,0.08,0.0,0,0.976
obscene,0.04,0.0,0,0.976
toxicity,0.9,0.30000001192092896,0,0.938
insult,0.78,0.10000000149011612,0,0.938
threat,0.92,0.10000000149011612,0,0.938
obscene,0.07,0.0,0,0.938
toxicity,0.78,0.8510638475418091,1,0.898
insult,0.88,0.8723404407501221,1,0.898
threat,0.09,0.0,0,0.898
obscene,0.06,0.042553190141916275,0,0.898
toxicity,0.46,0.20000000298023224,0,0.951
insult,0.46,0.20000000298023224,0,0.951
threat,0.02,0.0,0,0.951
obscene,0.06,0.0,0,0.951
toxicity,0.65,0.4000000059604645,0,0.999
insult,0.59,0.4000000059604645,0,0.999
threat,0.02,0.0,0,0.999
obscene,0.28,0.10000000149011612,0,0.999
toxicity,0.56,0.0,0,1.059
insult,0.19,0.0,0,1.059
threat,0.01,0.0,0,1.059
obscene,0.02,0.0,0,1.059
toxicity,0.11,0.0,0,0.867
insult,0.02,0.0,0,0.867
threat,0.01,0.0,0,0.867
obscene,0.01,0.0,0,0.867
toxicity,0.91,0.5,1,0.988
insult,0.94,0.4000000059604645,0,0.988
threat,0.1,0.0,0,0.988
obscene,0.08,0.0,0,0.988
toxicity,0.06,0.0,0,0.878
insult,0.03,0.0,0,0.878
threat,0.01,0.0,0,0.878
obscene,0.02,0.0,0,0.878
toxicity,0.2,0.4000000059604645,0,0.943
insult,0.38,0.4000000059604645,0,0.943
threat,0.01,0.0,0,0.943
obscene,0.14,0.0,0,0.943
toxicity,0.09,0.0,0,0.874
insult,0.03,0.0,0,0.874
threat,0.01,0.0,0,0.874
obscene,0.01,0.0,0,0.874
toxicity,0.26,0.20000000298023224,0,0.978
insult,0.19,0.20000000298023224,0,0.978
threat,0.01,0.0,0,0.978
obscene,0.02,0.0,0,0.978
toxicity,0.14,0.0,0,0.91
insult,0.07,0.0,0,0.91
threat,0.01,0.0,0,0.91
obscene,0.01,0.0,0,0.91
toxicity,0.24,0.0,0,0.904
insult,0.4,0.0,0,0.904
threat,0.04,0.0,0,0.904
obscene,0.03,0.0,0,0.904
toxicity,0.27,0.1666666716337204,0,0.939
insult,0.28,0.1666666716337204,0,0.939
threat,0.01,0.0,0,0.939
obscene,0.02,0.0,0,0.939
toxicity,0.12,0.0,0,0.923
insult,0.07,0.0,0,0.923
threat,0.01,0.0,0,0.923
obscene,0.02,0.0,0,0.923
toxicity,0.77,0.0,0,0.89
insult,0.82,0.0,0,0.89
threat,0.02,0.0,0,0.89
obscene,0.03,0.0,0,0.89
toxicity,0.06,0.0,0,0.868
insult,0.04,0.0,0,0.868
threat,0.01,0.0,0,0.868
obscene,0.01,0.0,0,0.868
toxicity,0.15,0.0,0,0.968
insult,0.09,0.0,0,0.968
threat,0.02,0.0,0,0.968
obscene,0.02,0.0,0,0.968
toxicity,0.33,0.0,0,0.935
insult,0.24,0.0,0,0.935
threat,0.02,0.0,0,0.935
obscene,0.03,0.0,0,0.935
toxicity,0.17,0.1666666716337204,0,0.909
insult,0.13,0.0,0,0.909
threat,0.02,0.0,0,0.909
obscene,0.02,0.0,0,0.909
toxicity,0.12,0.0,0,0.882
insult,0.19,0.0,0,0.882
threat,0.01,0.0,0,0.882
obscene,0.02,0.0,0,0.882
toxicity,0.83,0.0,0,0.895
insult,0.78,0.0,0,0.895
threat,0.03,0.0,0,0.895
obscene,0.05,0.0,0,0.895
toxicity,0.12,0.0,0,0.936
insult,0.14,0.0,0,0.936
threat,0.01,0.0,0,0.936
obscene,0.02,0.0,0,0.936
toxicity,0.18,0.0,0,0.89
insult,0.08,0.0,0,0.89
threat,0.01,0.0,0,0.89
obscene,0.02,0.0,0,0.89
toxicity,0.27,0.1666666716337204,0,0.915
insult,0.23,0.1666666716337204,0,0.915
threat,0.04,0.1666666716337204,0,0.915
obscene,0.02,0.1666666716337204,0,0.915
toxicity,0.03,0.0,0,0.897
insult,0.02,0.0,0,0.897
threat,0.01,0.0,0,0.897
obscene,0.02,0.0,0,0.897
toxicity,0.14,0.0,0,0.965
insult,0.09,0.0,0,0.965
threat,0.01,0.0,0,0.965
obscene,0.01,0.0,0,0.965
toxicity,0.35,0.0,0,0.972
insult,0.36,0.0,0,0.972
threat,0.03,0.0,0,0.972
obscene,0.03,0.0,0,0.972
toxicity,0.13,0.0,0,0.924
insult,0.07,0.0,0,0.924
threat,0.03,0.0,0,0.924
obscene,0.03,0.0,0,0.924
toxicity,0.25,0.20000000298023224,0,0.912
insult,0.15,0.20000000298023224,0,0.912
threat,0.01,0.0,0,0.912
obscene,0.04,0.0,0,0.912
toxicity,0.25,0.1666666716337204,0,0.94
insult,0.81,0.0,0,0.94
threat,0.02,0.0,0,0.94
obscene,0.03,0.0,0,0.94
toxicity,0.31,0.0,0,0.917
insult,0.41,0.0,0,0.917
threat,0.02,0.0,0,0.917
obscene,0.04,0.0,0,0.917
toxicity,0.03,0.0,0,0.925
insult,0.05,0.0,0,0.925
threat,0.01,0.0,0,0.925
obscene,0.02,0.0,0,0.925
toxicity,0.36,0.0,0,0.903
insult,0.06,0.0,0,0.903
threat,0.03,0.0,0,0.903
obscene,0.02,0.0,0,0.903
toxicity,0.03,0.0,0,0.861
insult,0.01,0.0,0,0.861
threat,0.01,0.0,0,0.861
obscene,0.01,0.0,0,0.861
