question,p,human_fraction,outcome,latency_s
obscene,0.08,0.0,0,0.953
toxicity,0.46,0.5,1,0.874
insult,0.28,0.20000000298023224,0,0.874
threat,0.06,0.0,0,0.874
obscene,0.29,0.0,0,0.874
toxicity,0.42,0.0,0,0.887
insult,0.3,0.0,0,0.887
threat,0.02,0.0,0,0.887
obscene,0.03,0.0,0,0.887
toxicity,0.25,0.1666666716337204,0,0.932
insult,0.17,0.1666666716337204,0,0.932
threat,0.02,0.0,0,0.932
obscene,0.03,0.0,0,0.932
toxicity,0.68,0.0,0,0.878
insult,0.87,0.0,0,0.878
threat,0.05,0.0,0,0.878
obscene,0.16,0.0,0,0.878
toxicity,0.2,0.0,0,0.911
insult,0.27,0.0,0,0.911
threat,0.02,0.0,0,0.911
obscene,0.03,0.0,0,0.911
toxicity,0.08,0.0,0,0.896
insult,0.07,0.0,0,0.896
threat,0.02,0.0,0,0.896
obscene,0.03,0.0,0,0.896
toxicity,0.16,0.0,0,0.867
insult,0.21,0.0,0,0.867
threat,0.02,0.0,0,0.867
obscene,0.03,0.0,0,0.867
toxicity,0.62,0.4000000059604645,0,0.883
insult,0.89,0.4000000059604645,0,0.883
threat,0.03,0.0,0,0.883
obscene,0.04,0.0,0,0.883
toxicity,0.03,0.0,0,0.947
insult,0.02,0.0,0,0.947
threat,0.01,0.0,0,0.947
obscene,0.02,0.0,0,0.947
toxicity,0.21,0.0,0,2.078
insult,0.05,0.0,0,2.078
threat,0.01,0.0,0,2.078
obscene,0.03,0.0,0,2.078
toxicity,0.26,0.0,0,0.941
insult,0.2,0.0,0,0.941
threat,0.04,0.0,0,0.941
obscene,0.03,0.0,0,0.941
toxicity,0.26,0.0,0,0.939
insult,0.06,0.0,0,0.939
threat,0.01,0.0,0,0.939
obscene,0.02,0.0,0,0.939
toxicity,0.24,0.0,0,0.865
insult,0.41,0.0,0,0.865
threat,0.02,0.0,0,0.865
obscene,0.03,0.0,0,0.865
toxicity,0.34,0.0,0,0.874
insult,0.1,0.0,0,0.874
threat,0.01,0.0,0,0.874
obscene,0.02,0.0,0,0.874
toxicity,0.88,0.699999988079071,1,0.878
insult,0.9,0.30000001192092896,0,0.878
threat,0.04,0.0,0,0.878
obscene,0.49,0.0,0,0.878
toxicity,0.45,0.0,0,1.198
insult,0.27,0.0,0,1.198
threat,0.04,0.0,0,1.198
obscene,0.12,0.0,0,1.198
toxicity,0.17,0.0,0,0.903
insult,0.14,0.0,0,0.903
threat,0.01,0.0,0,0.903
obscene,0.02,0.0,0,0.903
toxicity,0.83,0.375,0,0.961
insult,0.88,0.3333333432674408,0,0.961
threat,0.15,0.0,0,0.961
obscene,0.14,0.1805555522441864,0,0.961
toxicity,0.13,0.0,0,0.918
insult,0.03,0.0,0,0.918
threat,0.01,0.0,0,0.918
obscene,0.04,0.0,0,0.918
toxicity,0.15,0.0,0,0.913
insult,0.21,0.0,0,0.913
threat,0.01,0.0,0,0.913
obscene,0.02,0.0,0,0.913
toxicity,0.35,0.0,0,0.92
insult,0.43,0.0,0,0.92
threat,0.02,0.0,0,0.92
obscene,0.04,0.0,0,0.92
toxicity,0.39,0.0,0,0.996
insult,0.08,0.0,0,0.996
threat,0.01,0.0,0,0.996
obscene,0.02,0.0,0,0.996
toxicity,0.3,0.1428571492433548,0,0.912
insult,0.7,0.0,0,0.912
threat,0.04,0.0,0,0.912
obscene,0.12,0.0,0,0.912
toxicity,0.23,0.0,0,0.933
insult,0.13,0.0,0,0.933
threat,0.01,0.0,0,0.933
obscene,0.04,0.0,0,0.933
toxicity,0.12,0.0,0,0.996
insult,0.04,0.0,0,0.996
threat,0.01,0.0,0,0.996
obscene,0.02,0.0,0,0.996
toxicity,0.78,0.4000000059604645,0,0.93
insult,0.93,0.30000001192092896,0,0.93
threat,0.03,0.20000000298023224,0,0.93
obscene,0.68,0.0,0,0.93
toxicity,0.55,0.4000000059604645,0,0.944
insult,0.7,0.20000000298023224,0,0.944
threat,0.03,0.0,0,0.944
obscene,0.05,0.0,0,0.944
toxicity,0.72,0.30000001192092896,0,0.896
insult,0.89,0.10000000149011612,0,0.896
threat,0.02,0.0,0,0.896
obscene,0.13,0.0,0,0.896
toxicity,0.2,0.20000000298023224,0,0.916
insult,0.12,0.30000001192092896,0,0.916
threat,0.01,0.0,0,0.916
obscene,0.06,0.0,0,0.916
toxicity,0.65,0.20000000298023224,0,0.955
insult,0.91,0.10000000149011612,0,0.955
threat,0.02,0.0,0,0.955
obscene,0.04,0.0,0,0.955
toxicity,0.48,0.1666666716337204,0,0.95
insult,0.89,0.1666666716337204,0,0.95
threat,0.02,0.0,0,0.95
obscene,0.04,0.0,0,0.95
toxicity,0.25,0.20000000298023224,0,0.991
insult,0.18,0.20000000298023224,0,0.991
threat,0.02,0.0,0,0.991
obscene,0.1,0.0,0,0.991
toxicity,0.17,0.0,0,1.045
insult,0.15,0.0,0,1.045
threat,0.02,0.0,0,1.045
obscene,0.03,0.0,0,1.045
toxicity,0.38,0.30000001192092896,0,0.968
insult,0.31,0.20000000298023224,0,0.968
threat,0.01,0.0,0,0.968
obscene,0.04,0.0,0,0.968
toxicity,0.67,0.20000000298023224,0,0.895
insult,0.9,0.10000000149011612,0,0.895
threat,0.04,0.0,0,0.895
obscene,0.05,0.0,0,0.895
toxicity,0.73,0.4000000059604645,0,0.9
insult,0.95,0.4000000059604645,0,0.9
threat,0.04,0.10000000149011612,0,0.9
obscene,0.29,0.0,0,0.9
toxicity,0.2,0.0,0,0.898
insult,0.08,0.0,0,0.898
threat,0.01,0.0,0,0.898
obscene,0.03,0.0,0,0.898
toxicity,0.11,0.0,0,0.925
insult,0.04,0.0,0,0.925
threat,0.01,0.0,0,0.925
obscene,0.09,0.0,0,0.925
toxicity,0.73,0.20000000298023224,0,0.911
insult,0.84,0.10000000149011612,0,0.911
threat,0.17,0.0,0,0.911
obscene,0.13,0.0,0,0.911
toxicity,0.02,0.0,0,1.349
insult,0.02,0.0,0,1.349
threat,0.01,0.0,0,1.349
obscene,0.02,0.0,0,1.349
toxicity,0.53,0.30000001192092896,0,0.957
insult,0.58,0.30000001192092896,0,0.957
threat,0.02,0.0,0,0.957
obscene,0.03,0.0,0,0.957
toxicity,0.08,0.0,0,0.864
insult,0.06,0.0,0,0.864
threat,0.02,0.0,0,0.864
obscene,0.03,0.0,0,0.864
toxicity,0.04,0.0,0,0.933
insult,0.03,0.0,0,0.933
threat,0.01,0.0,0,0.933
obscene,0.02,0.0,0,0.933
toxicity,0.54,0.0,0,0.866
insult,0.55,0.0,0,0.866
threat,0.01,0.0,0,0.866
obscene,0.03,0.0,0,0.866
toxicity,0.21,0.1666666716337204,0,0.933
insult,0.21,0.1666666716337204,0,0.933
threat,0.02,0.0,0,0.933
obscene,0.03,0.0,0,0.933
toxicity,0.38,0.1666666716337204,0,0.925
insult,0.2,0.0,0,0.925
threat,0.02,0.0,0,0.925
obscene,0.02,0.0,0,0.925
toxicity,0.58,0.0,0,0.984
insult,0.81,0.0,0,0.984
threat,0.02,0.0,0,0.984
obscene,0.03,0.0,0,0.984
toxicity,0.05,0.0,0,1.295
insult,0.04,0.0,0,1.295
threat,0.01,0.0,0,1.295
obscene,0.02,0.0,0,1.295
toxicity,0.6,0.0,0,0.905
insult,0.69,0.0,0,0.905
threat,0.02,0.0,0,0.905
obscene,0.25,0.0,0,0.905
toxicity,0.21,0.0,0,0.911
insult,0.06,0.0,0,0.911
threat,0.01,0.0,0,0.911
obscene,0.02,0.0,0,0.911
toxicity,0.73,0.30000001192092896,0,0.922
insult,0.97,0.30000001192092896,0,0.922
threat,0.02,0.0,0,0.922
obscene,0.06,0.0,0,0.922
toxicity,0.78,0.0,0,0.912
insult,0.85,0.0,0,0.912
threat,0.1,0.0,0,0.912
obscene,0.05,0.0,0,0.912
toxicity,0.28,0.0,0,0.986
insult,0.06,0.0,0,0.986
threat,0.01,0.0,0,0.986
obscene,0.02,0.0,0,0.986
toxicity,0.02,0.0,0,0.891
insult,0.01,0.0,0,0.891
threat,0.01,0.0,0,0.891
obscene,0.01,0.0,0,0.891
toxicity,0.63,0.20000000298023224,0,0.895
insult,0.87,0.0,0,0.895
threat,0.04,0.0,0,0.895
obscene,0.05,0.0,0,0.895
toxicity,0.41,0.0,0,0.933
insult,0.28,0.0,0,0.933
threat,0.02,0.0,0,0.933
obscene,0.03,0.0,0,0.933
toxicity,0.78,0.0,0,1.301
insult,0.85,0.0,0,1.301
threat,0.07,0.0,0,1.301
obscene,0.04,0.0,0,1.301
toxicity,0.62,0.0,0,1.074
insult,0.67,0.0,0,1.074
threat,0.03,0.0,0,1.074
obscene,0.07,0.0,0,1.074
toxicity,0.6,0.1666666716337204,0,0.884
insult,0.55,0.0,0,0.884
threat,0.1,0.0,0,0.884
obscene,0.03,0.0,0,0.884
toxicity,0.49,0.4000000059604645,0,0.964
insult,0.42,0.30000001192092896,0,0.964
threat,0.02,0.0,0,0.964
obscene,0.12,0.20000000298023224,0,0.964
toxicity,0.28,0.0,0,0.917
insult,0.2,0.0,0,0.917
threat,0.03,0.0,0,0.917
obscene,0.03,0.0,0,0.917
toxicity,0.6,0.1666666716337204,0,0.897
insult,0.7,0.1666666716337204,0,0.897
threat,0.04,0.0,0,0.897
obscene,0.11,0.0,0,0.897
toxicity,0.59,0.0,0,0.905
insult,0.62,0.0,0,0.905
threat,0.02,0.0,0,0.905
obscene,0.05,0.0,0,0.905
toxicity,0.41,0.0,0,0.855
insult,0.83,0.0,0,0.855
threat,0.04,0.0,0,0.855
obscene,0.06,0.0,0,0.855
toxicity,0.58,0.0,0,1.326
insult,0.27,0.0,0,1.326
threat,0.45,0.0,0,1.326
obscene,0.03,0.0,0,1.326
toxicity,0.3,0.0,0,0.976
insult,0.48,0.0,0,0.976
threat,0.01,0.0,0,0.976
obscene,0.02,0.0,0,0.976
toxicity,0.68,0.0,0,0.93
insult,0.95,0.0,0,0.93
threat,0.03,0.0,0,0.93
obscene,0.04,0.0,0,0.93
toxicity,0.42,0.0,0,0.976
insult,0.28,0.0,0,0.976
threat,0.02,0.0,0,0.976
obscene,0.02,0.0,0,0.976
toxicity,0.53,0.699999988079071,1,0.892
insult,0.7,0.800000011920929,1,0.892
threat,0.03,0.0,0,0.892
obscene,0.15,0.20000000298023224,0,0.892
toxicity,0.12,0.0,0,1.021
insult,0.05,0.0,0,1.021
threat,0.05,0.0,0,1.021
obscene,0.02,0.0,0,1.021
toxicity,0.84,0.30000001192092896,0,0.958
insult,0.97,0.4000000059604645,0,0.958
threat,0.08,0.0,0,0.958
obscene,0.25,0.0,0,0.958
toxicity,0.43,0.0,0,0.929
insult,0.81,0.0,0,0.929
threat,0.05,0.0,0,0.929
obscene,0.04,0.0,0,0.929
toxicity,0.18,0.0,0,0.91
insult,0.05,0.0,0,0.91
threat,0.02,0.0,0,0.91
obscene,0.04,0.0,0,0.91
toxicity,0.11,0.30000001192092896,0,0.889
insult,0.04,0.30000001192092896,0,0.889
threat,0.01,0.0,0,0.889
obscene,0.04,0.0,0,0.889
toxicity,0.53,0.5,1,0.897
insult,0.51,0.10000000149011612,0,0.897
threat,0.02,0.0,0,0.897
obscene,0.04,0.10000000149011612,0,0.897
toxicity,0.25,0.0,0,0.912
insult,0.61,0.0,0,0.912
threat,0.02,0.0,0,0.912
obscene,0.04,0.0,0,0.912
toxicity,0.5,0.0,0,1.284
insult,0.05,0.0,0,1.284
threat,0.01,0.0,0,1.284
obscene,0.02,0.0,0,1.284
toxicity,0.17,0.0,0,0.873
insult,0.23,0.0,0,0.873
threat,0.02,0.0,0,0.873
obscene,0.02,0.0,0,0.873
toxicity,0.28,0.20000000298023224,0,0.982
insult,0.46,0.20000000298023224,0,0.982
threat,0.04,0.10000000149011612,0,0.982
obscene,0.07,0.0,0,0.982
toxicity,0.27,0.0,0,0.899
insult,0.21,0.0,0,0.899
threat,0.01,0.0,0,0.899
obscene,0.03,0.0,0,0.899
toxicity,0.25,0.0,0,1.288
insult,0.27,0.0,0,1.288
threat,0.02,0.0,0,1.288
obscene,0.03,0.0,0,1.288
toxicity,0.6,0.4000000059604645,0,1.011
insult,0.89,0.4000000059604645,0,1.011
threat,0.02,0.0,0,1.011
obscene,0.31,0.0,0,1.011
toxicity,0.44,0.20000000298023224,0,0.894
insult,0.63,0.0,0,0.894
threat,0.02,0.0,0,0.894
obscene,0.12,0.0,0,0.894
toxicity,0.03,0.0,0,1.014
insult,0.02,0.0,0,1.014
threat,0.01,0.0,0,1.014
obscene,0.02,0.0,0,1.014
toxicity,0.1,0.0,0,0.914
insult,0.04,0.0,0,0.914
threat,0.01,0.0,0,0.914
obscene,0.02,0.0,0,0.914
toxicity,0.07,0.0,0,0.891
insult,0.07,0.0,0,0.891
threat,0.03,0.0,0,0.891
obscene,0.03,0.0,0,0.891
toxicity,0.54,0.0,0,0.939
insult,0.25,0.0,0,0.939
threat,0.04,0.0,0,0.939
obscene,0.03,0.0,0,0.939
toxicity,0.03,0.0,0,0.91
insult,0.03,0.0,0,0.91
threat,0.01,0.0,0,0.91
obscene,0.02,0.0,0,0.91
toxicity,0.38,0.0,0,0.904
insult,0.84,0.0,0,0.904
threat,0.02,0.0,0,0.904
obscene,0.04,0.0,0,0.904
toxicity,0.79,0.5,1,0.898
insult,0.93,0.5,1,0.898
threat,0.04,0.0,0,0.898
obscene,0.06,0.10000000149011612,0,0.898
toxicity,0.29,0.0,0,0.962
insult,0.67,0.0,0,0.962
threat,0.02,0.0,0,0.962
obscene,0.03,0.0,0,0.962
toxicity,0.41,0.1666666716337204,0,0.986
insult,0.64,0.0,0,0.986
threat,0.02,0.0,0,0.986
obscene,0.05,0.1666666716337204,0,0.986
toxicity,0.06,0.0,0,0.971
insult,0.09,0.0,0,0.971
threat,0.01,0.0,0,0.971
obscene,0.02,0.0,0,0.971
toxicity,0.33,0.0,0,0.939
insult,0.21,0.0,0,0.939
threat,0.01,0.0,0,0.939
obscene,0.03,0.0,0,0.939
toxicity,0.84,0.0,0,0.914
insult,0.93,0.0,0,0.914
threat,0.03,0.0,0,0.914
obscene,0.03,0.0,0,0.914
toxicity,0.87,0.5,1,0.966
insult,0.92,0.6000000238418579,1,0.966
threat,0.19,0.0,0,0.966
obscene,0.08,0.0,0,0.966
toxicity,0.2,0.0,0,0.9
insult,0.16,0.0,0,0.9
threat,0.02,0.0,0,0.9
obscene,0.03,0.0,0,0.9
toxicity,0.37,0.0,0,0.924
insult,0.77,0.0,0,0.924
threat,0.02,0.0,0,0.924
obscene,0.03,0.0,0,0.924
toxicity,0.32,0.0,0,0.884
insult,0.49,0.0,0,0.884
threat,0.01,0.0,0,0.884
obscene,0.03,0.0,0,0.884
toxicity,0.55,0.0,0,0.919
insult,0.43,0.0,0,0.919
threat,0.04,0.0,0,0.919
obscene,0.03,0.0,0,0.919
toxicity,0.43,0.0,0,1.297
insult,0.85,0.1666666716337204,0,1.297
threat,0.03,0.0,0,1.297
obscene,0.05,0.0,0,1.297
toxicity,0.25,0.0,0,1.492
insult,0.57,0.0,0,1.492
threat,0.01,0.0,0,1.492
obscene,0.03,0.0,0,1.492
toxicity,0.23,0.0,0,0.939
insult,0.07,0.0,0,0.939
threat,0.01,0.0,0,0.939
obscene,0.03,0.0,0,0.939
toxicity,0.25,0.0,0,0.872
insult,0.17,0.0,0,0.872
threat,0.04,0.0,0,0.872
obscene,0.03,0.0,0,0.872
toxicity,0.17,0.0,0,0.897
insult,0.06,0.0,0,0.897
threat,0.01,0.0,0,0.897
obscene,0.02,0.0,0,0.897
toxicity,0.21,0.0,0,0.886
insult,0.23,0.0,0,0.886
threat,0.03,0.0,0,0.886
obscene,0.03,0.0,0,0.886
toxicity,0.29,0.20000000298023224,0,1.659
insult,0.61,0.20000000298023224,0,1.659
threat,0.03,0.0,0,1.659
obscene,0.05,0.0,0,1.659
toxicity,0.14,0.0,0,1.939
insult,0.05,0.0,0,1.939
threat,0.02,0.0,0,1.939
obscene,0.02,0.0,0,1.939
toxicity,0.58,0.0,0,0.918
insult,0.77,0.0,0,0.918
threat,0.04,0.0,0,0.918
obscene,0.05,0.0,0,0.918
toxicity,0.5,0.0,0,0.915
insult,0.78,0.0,0,0.915
threat,0.03,0.0,0,0.915
obscene,0.12,0.0,0,0.915
toxicity,0.34,0.0,0,0.947
insult,0.89,0.20000000298023224,0,0.947
threat,0.03,0.0,0,0.947
obscene,0.03,0.0,0,0.947
toxicity,0.74,0.0,0,0.957
insult,0.89,0.0,0,0.957
threat,0.03,0.0,0,0.957
obscene,0.07,0.0,0,0.957
toxicity,0.66,0.0,0,0.883
insult,0.78,0.0,0,0.883
threat,0.03,0.0,0,0.883
obscene,0.05,0.0,0,0.883
toxicity,0.44,0.0,0,0.887
insult,0.62,0.0,0,0.887
threat,0.06,0.0,0,0.887
obscene,0.12,0.0,0,0.887
toxicity,0.48,0.0,0,1.27
insult,0.41,0.0,0,1.27
threat,0.05,0.0,0,1.27
obscene,0.04,0.0,0,1.27
toxicity,0.36,0.0,0,0.889
insult,0.47,0.0,0,0.889
threat,0.02,0.0,0,0.889
obscene,0.04,0.0,0,0.889
toxicity,0.34,0.0,0,0.958
insult,0.49,0.0,0,0.958
threat,0.01,0.0,0,0.958
obscene,0.02,0.0,0,0.958
toxicity,0.35,0.5394737124443054,1,0.95
insult,0.52,0.5,1,0.95
threat,0.02,0.0,0,0.95
obscene,0.34,0.14473684132099152,0,0.95
toxicity,0.24,0.4000000059604645,0,0.937
insult,0.28,0.4000000059604645,0,0.937
threat,0.01,0.0,0,0.937
obscene,0.03,0.0,0,0.937
toxicity,0.3,0.0,0,1.389
insult,0.41,0.0,0,1.389
threat,0.02,0.0,0,1.389
obscene,0.03,0.0,0,1.389
toxicity,0.18,0.1428571492433548,0,0.918
insult,0.12,0.0,0,0.918
threat,0.01,0.0,0,0.918
obscene,0.03,0.0,0,0.918
toxicity,0.73,0.30000001192092896,0,0.92
insult,0.9,0.10000000149011612,0,0.92
threat,0.02,0.0,0,0.92
obscene,0.03,0.10000000149011612,0,0.92
toxicity,0.79,0.0,0,0.867
insult,0.81,0.0,0,0.867
threat,0.02,0.0,0,0.867
obscene,0.09,0.0,0,0.867
toxicity,0.74,0.30000001192092896,0,0.916
insult,0.8,0.30000001192092896,0,0.916
threat,0.03,0.0,0,0.916
obscene,0.06,0.0,0,0.916
toxicity,0.89,0.1666666716337204,0,0.929
insult,0.97,0.1666666716337204,0,0.929
threat,0.03,0.0,0,0.929
obscene,0.09,0.0,0,0.929
toxicity,0.57,0.0,0,1.241
insult,0.59,0.0,0,1.241
threat,0.03,0.0,0,1.241
obscene,0.05,0.0,0,1.241
toxicity,0.08,0.7638888955116272,1,0.928
insult,0.03,0.1805555522441864,0,0.928
threat,0.02,0.0,0,0.928
obscene,0.69,0.8055555820465088,1,0.928
toxicity,0.55,0.0,0,0.936
insult,0.7,0.0,0,0.936
threat,0.01,0.0,0,0.936
obscene,0.03,0.0,0,0.936
toxicity,0.22,0.1666666716337204,0,0.974
insult,0.21,0.1666666716337204,0,0.974
threat,0.02,0.0,0,0.974
obscene,0.05,0.0,0,0.974
toxicity,0.48,0.0,0,0.887
insult,0.11,0.0,0,0.887
threat,0.02,0.0,0,0.887
obscene,0.03,0.0,0,0.887
toxicity,0.64,0.1666666716337204,0,0.932
insult,0.93,0.1666666716337204,0,0.932
threat,0.02,0.0,0,0.932
obscene,0.05,0.0,0,0.932
toxicity,0.27,0.0,0,0.914
insult,0.38,0.0,0,0.914
threat,0.02,0.0,0,0.914
obscene,0.04,0.0,0,0.914
toxicity,0.6,0.0,0,0.96
insult,0.83,0.0,0,0.96
threat,0.05,0.0,0,0.96
obscene,0.03,0.0,0,0.96
toxicity,0.74,0.6470588445663452,1,0.946
insult,0.93,0.5882353186607361,1,0.946
threat,0.42,0.04411764815449715,0,0.946
obscene,0.1,0.014705882407724857,0,0.946
toxicity,0.44,0.0,0,0.897
insult,0.24,0.0,0,0.897
threat,0.22,0.0,0,0.897
obscene,0.18,0.0,0,0.897
toxicity,0.69,0.1666666716337204,0,0.961
insult,0.95,0.1666666716337204,0,0.961
threat,0.02,0.0,0,0.961
obscene,0.41,0.0,0,0.961
toxicity,0.84,0.699999988079071,1,0.929
insult,0.76,0.6000000238418579,1,0.929
threat,0.04,0.0,0,0.929
obscene,0.03,0.0,0,0.929
toxicity,0.73,0.8064516186714172,1,0.871
insult,0.97,0.7903226017951965,1,0.871
threat,0.04,0.0,0,0.871
obscene,0.06,0.08064515888690948,0,0.871
toxicity,0.18,0.1666666716337204,0,0.898
insult,0.09,0.0,0,0.898
threat,0.02,0.0,0,0.898
obscene,0.14,0.0,0,0.898
toxicity,0.48,0.4000000059604645,0,0.885
insult,0.82,0.4000000059604645,0,0.885
threat,0.03,0.0,0,0.885
obscene,0.04,0.0,0,0.885
toxicity,0.4,0.0,0,0.95
insult,0.44,0.0,0,0.95
threat,0.02,0.0,0,0.95
obscene,0.03,0.0,0,0.95
toxicity,0.54,0.1666666716337204,0,0.913
insult,0.57,0.1666666716337204,0,0.913
threat,0.03,0.0,0,0.913
obscene,0.04,0.0,0,0.913
toxicity,0.7,0.0,0,0.895
insult,0.91,0.0,0,0.895
threat,0.02,0.0,0,0.895
obscene,0.04,0.0,0,0.895
toxicity,0.35,0.1666666716337204,0,0.907
insult,0.22,0.0,0,0.907
threat,0.03,0.1666666716337204,0,0.907
obscene,0.06,0.0,0,0.907
toxicity,0.56,0.0,0,0.94
insult,0.83,0.0,0,0.94
threat,0.02,0.0,0,0.94
obscene,0.1,0.0,0,0.94
toxicity,0.64,0.0,0,0.934
insult,0.58,0.0,0,0.934
threat,0.03,0.0,0,0.934
obscene,0.04,0.0,0,0.934
toxicity,0.35,0.0,0,2.096
insult,0.61,0.0,0,2.096
threat,0.02,0.0,0,2.096
obscene,0.03,0.0,0,2.096
toxicity,0.77,0.5,1,0.951
insult,0.94,0.5,1,0.951
threat,0.03,0.0,0,0.951
obscene,0.06,0.0,0,0.951
toxicity,0.26,0.0,0,1.203
insult,0.43,0.0,0,1.203
threat,0.02,0.0,0,1.203
obscene,0.03,0.0,0,1.203
toxicity,0.2,0.0,0,0.913
insult,0.19,0.0,0,0.913
threat,0.02,0.0,0,0.913
obscene,0.07,0.0,0,0.913
toxicity,0.58,0.8055555820465088,1,1.312
insult,0.91,0.7638888955116272,1,1.312
threat,0.03,0.013888888992369175,0,1.312
obscene,0.22,0.1805555522441864,0,1.312
toxicity,0.37,0.0,0,0.936
insult,0.5,0.0,0,0.936
threat,0.13,0.0,0,0.936
obscene,0.05,0.0,0,0.936
toxicity,0.95,0.30000001192092896,0,0.964
insult,0.93,0.10000000149011612,0,0.964
threat,0.93,0.10000000149011612,0,0.964
obscene,0.09,0.0,0,0.964
toxicity,0.75,0.8510638475418091,1,0.904
insult,0.94,0.8723404407501221,1,0.904
threat,0.14,0.0,0,0.904
obscene,0.07,0.042553190141916275,0,0.904
toxicity,0.57,0.20000000298023224,0,0.92
insult,0.77,0.20000000298023224,0,0.92
threat,0.03,0.0,0,0.92
obscene,0.09,0.0,0,0.92
toxicity,0.67,0.4000000059604645,0,0.938
insult,0.82,0.4000000059604645,0,0.938
threat,0.03,0.0,0,0.938
obscene,0.25,0.10000000149011612,0,0.938
toxicity,0.7,0.0,0,0.879
insult,0.43,0.0,0,0.879
threat,0.02,0.0,0,0.879
obscene,0.02,0.0,0,0.879
toxicity,0.94,0.5,1,0.884
insult,0.95,0.4000000059604645,0,0.884
threat,0.14,0.0,0,0.884
obscene,0.1,0.0,0,0.884
toxicity,0.09,0.0,0,0.903
insult,0.03,0.0,0,0.903
threat,0.01,0.0,0,0.903
obscene,0.02,0.0,0,0.903
toxicity,0.3,0.4000000059604645,0,0.927
insult,0.41,0.4000000059604645,0,0.927
threat,0.01,0.0,0,0.927
obscene,0.15,0.0,0,0.927
toxicity,0.2,0.0,0,1.093
insult,0.04,0.0,0,1.093
threat,0.01,0.0,0,1.093
obscene,0.02,0.0,0,1.093
toxicity,0.14,0.0,0,0.967
insult,0.05,0.0,0,0.967
threat,0.01,0.0,0,0.967
obscene,0.02,0.0,0,0.967
toxicity,0.24,0.0,0,0.975
insult,0.1,0.0,0,0.975
threat,0.01,0.0,0,0.975
obscene,0.02,0.0,0,0.975
toxicity,0.34,0.0,0,0.945
insult,0.59,0.0,0,0.945
threat,0.06,0.0,0,0.945
obscene,0.04,0.0,0,0.945
toxicity,0.41,0.20000000298023224,0,1.274
insult,0.4,0.20000000298023224,0,1.274
threat,0.02,0.0,0,1.274
obscene,0.03,0.0,0,1.274
toxicity,0.17,0.0,0,0.929
insult,0.15,0.0,0,0.929
threat,0.01,0.0,0,0.929
obscene,0.02,0.0,0,0.929
toxicity,0.08,0.0,0,0.914
insult,0.07,0.0,0,0.914
threat,0.01,0.0,0,0.914
obscene,0.02,0.0,0,0.914
toxicity,0.76,0.0,0,0.954
insult,0.93,0.0,0,0.954
threat,0.03,0.0,0,0.954
obscene,0.05,0.0,0,0.954
toxicity,0.36,0.1666666716337204,0,1.266
insult,0.54,0.1666666716337204,0,1.266
threat,0.02,0.0,0,1.266
obscene,0.03,0.0,0,1.266
toxicity,0.22,0.0,0,0.973
insult,0.13,0.0,0,0.973
threat,0.03,0.0,0,0.973
obscene,0.03,0.0,0,0.973
toxicity,0.49,0.0,0,0.946
insult,0.3,0.0,0,0.946
threat,0.02,0.0,0,0.946
obscene,0.04,0.0,0,0.946
toxicity,0.15,0.0,0,0.987
insult,0.21,0.0,0,0.987
threat,0.01,0.0,0,0.987
obscene,0.03,0.0,0,0.987
toxicity,0.14,0.0,0,0.905
insult,0.16,0.0,0,0.905
threat,0.01,0.0,0,0.905
obscene,0.04,0.0,0,0.905
toxicity,0.82,0.0,0,0.861
insult,0.86,0.0,0,0.861
threat,0.04,0.0,0,0.861
obscene,0.06,0.0,0,0.861
toxicity,0.29,0.1666666716337204,0,1.257
insult,0.14,0.0,0,1.257
threat,0.02,0.0,0,1.257
obscene,0.03,0.0,0,1.257
toxicity,0.25,0.0,0,0.907
insult,0.18,0.0,0,0.907
threat,0.02,0.0,0,0.907
obscene,0.02,0.0,0,0.907
toxicity,0.4,0.1666666716337204,0,0.882
insult,0.49,0.1666666716337204,0,0.882
threat,0.03,0.1666666716337204,0,0.882
obscene,0.03,0.1666666716337204,0,0.882
toxicity,0.05,0.0,0,0.863
insult,0.02,0.0,0,0.863
threat,0.01,0.0,0,0.863
obscene,0.02,0.0,0,0.863
toxicity,0.2,0.0,0,0.95
insult,0.16,0.0,0,0.95
threat,0.01,0.0,0,0.95
obscene,0.03,0.0,0,0.95
toxicity,0.47,0.0,0,0.898
insult,0.6,0.0,0,0.898
threat,0.03,0.0,0,0.898
obscene,0.04,0.0,0,0.898
toxicity,0.41,0.20000000298023224,0,0.878
insult,0.16,0.20000000298023224,0,0.878
threat,0.02,0.0,0,0.878
obscene,0.07,0.0,0,0.878
toxicity,0.18,0.0,0,1.014
insult,0.13,0.0,0,1.014
threat,0.04,0.0,0,1.014
obscene,0.05,0.0,0,1.014
toxicity,0.48,0.0,0,0.916
insult,0.64,0.0,0,0.916
threat,0.02,0.0,0,0.916
obscene,0.06,0.0,0,0.916
toxicity,0.37,0.1666666716337204,0,0.999
insult,0.81,0.0,0,0.999
threat,0.02,0.0,0,0.999
obscene,0.04,0.0,0,0.999
toxicity,0.06,0.0,0,0.886
insult,0.09,0.0,0,0.886
threat,0.01,0.0,0,0.886
obscene,0.03,0.0,0,0.886
toxicity,0.52,0.0,0,0.922
insult,0.23,0.0,0,0.922
threat,0.05,0.0,0,0.922
obscene,0.03,0.0,0,0.922
toxicity,0.04,0.0,0,0.876
insult,0.02,0.0,0,0.876
threat,0.01,0.0,0,0.876
obscene,0.02,0.0,0,0.876
