question,p,human_fraction,outcome,latency_s
insult,0.23,0.0,0,1.195
threat,0.01,0.0,0,1.195
obscene,0.03,0.0,0,1.195
toxicity,0.26,0.0,0,0.907
insult,0.36,0.0,0,0.907
threat,0.01,0.0,0,0.907
obscene,0.03,0.0,0,0.907
toxicity,0.43,0.30000001192092896,0,0.975
insult,0.75,0.10000000149011612,0,0.975
threat,0.02,0.0,0,0.975
obscene,0.03,0.0,0,0.975
toxicity,0.65,0.800000011920929,1,0.934
insult,0.86,0.699999988079071,1,0.934
threat,0.04,0.0,0,0.934
obscene,0.71,0.0,0,0.934
toxicity,0.68,0.6000000238418579,1,0.909
insult,0.35,0.6000000238418579,1,0.909
threat,0.03,0.0,0,0.909
obscene,0.06,0.10000000149011612,0,0.909
toxicity,0.26,0.1666666716337204,0,0.972
insult,0.14,0.1666666716337204,0,0.972
threat,0.01,0.0,0,0.972
obscene,0.02,0.0,0,0.972
toxicity,0.82,0.5,1,0.959
insult,0.86,0.5,1,0.959
threat,0.09,0.0,0,0.959
obscene,0.77,0.10000000149011612,0,0.959
toxicity,0.28,0.0,0,0.923
insult,0.23,0.0,0,0.923
threat,0.01,0.0,0,0.923
obscene,0.02,0.0,0,0.923
toxicity,0.45,0.4000000059604645,0,0.934
insult,0.16,0.4000000059604645,0,0.934
threat,0.02,0.0,0,0.934
obscene,0.04,0.0,0,0.934
toxicity,0.8,0.30000001192092896,0,0.927
insult,0.52,0.10000000149011612,0,0.927
threat,0.04,0.10000000149011612,0,0.927
obscene,0.04,0.0,0,0.927
toxicity,0.52,0.1666666716337204,0,0.96
insult,0.66,0.1666666716337204,0,0.96
threat,0.02,0.0,0,0.96
obscene,0.05,0.0,0,0.96
toxicity,0.81,0.699999988079071,1,0.936
insult,0.91,0.699999988079071,1,0.936
threat,0.03,0.0,0,0.936
obscene,0.09,0.10000000149011612,0,0.936
toxicity,0.34,0.5,1,0.963
insult,0.44,0.5,1,0.963
threat,0.04,0.0,0,0.963
obscene,0.09,0.0,0,0.963
toxicity,0.59,0.1666666716337204,0,0.903
insult,0.44,0.0,0,0.903
threat,0.05,0.1666666716337204,0,0.903
obscene,0.06,0.0,0,0.903
toxicity,0.95,0.8823529481887817,1,0.91
insult,0.98,0.9019607901573181,1,0.91
threat,0.02,0.0,0,0.91
obscene,0.43,0.1568627506494522,0,0.91
toxicity,0.87,0.7321428656578064,1,1.001
insult,0.97,0.7142857313156128,1,1.001
threat,0.03,0.0,0,1.001
obscene,0.11,0.0714285746216774,0,1.001
toxicity,0.97,0.7796609997749329,1,0.924
insult,0.99,0.7796609997749329,1,0.924
threat,0.04,0.0,0,0.924
obscene,0.79,0.1355932205915451,0,0.924
toxicity,0.37,0.30000001192092896,0,0.873
insult,0.68,0.20000000298023224,0,0.873
threat,0.02,0.0,0,0.873
obscene,0.04,0.0,0,0.873
toxicity,0.33,0.0,0,0.932
insult,0.49,0.0,0,0.932
threat,0.02,0.0,0,0.932
obscene,0.03,0.0,0,0.932
toxicity,0.66,0.6000000238418579,1,0.919
insult,0.86,0.6000000238418579,1,0.919
threat,0.03,0.0,0,0.919
obscene,0.04,0.0,0,0.919
toxicity,0.73,0.5,1,0.935
insult,0.89,0.5,1,0.935
threat,0.1,0.10000000149011612,0,0.935
obscene,0.04,0.0,0,0.935
toxicity,0.17,0.0,0,0.922
insult,0.16,0.0,0,0.922
threat,0.01,0.0,0,0.922
obscene,0.03,0.0,0,0.922
toxicity,0.6,0.699999988079071,1,0.961
insult,0.88,0.6000000238418579,1,0.961
threat,0.03,0.0,0,0.961
obscene,0.13,0.0,0,0.961
toxicity,0.04,0.0,0,0.954
insult,0.02,0.0,0,0.954
threat,0.01,0.0,0,0.954
obscene,0.03,0.0,0,0.954
toxicity,0.39,0.20000000298023224,0,0.945
insult,0.76,0.20000000298023224,0,0.945
threat,0.06,0.0,0,0.945
obscene,0.21,0.0,0,0.945
toxicity,0.52,0.30000001192092896,0,0.951
insult,0.77,0.30000001192092896,0,0.951
threat,0.03,0.0,0,0.951
obscene,0.11,0.0,0,0.951
toxicity,0.06,0.20000000298023224,0,0.954
insult,0.03,0.0,0,0.954
threat,0.02,0.20000000298023224,0,0.954
obscene,0.03,0.0,0,0.954
toxicity,0.78,0.774193525314331,1,0.941
insult,0.92,0.774193525314331,1,0.941
threat,0.17,0.0,0,0.941
obscene,0.04,0.0,0,0.941
toxicity,0.19,0.0,0,0.938
insult,0.07,0.0,0,0.938
threat,0.04,0.0,0,0.938
obscene,0.02,0.0,0,0.938
toxicity,0.71,0.6875,1,0.974
insult,0.72,0.5874999761581421,1,0.974
threat,0.03,0.0,0,0.974
obscene,0.09,0.125,0,0.974
toxicity,0.52,0.5352112650871277,1,0.906
insult,0.21,0.4507042169570923,0,0.906
threat,0.03,0.0,0,0.906
obscene,0.46,0.23943662643432617,0,0.906
toxicity,0.47,0.1666666716337204,0,0.905
insult,0.57,0.1666666716337204,0,0.905
threat,0.05,0.0,0,0.905
obscene,0.04,0.0,0,0.905
toxicity,0.38,0.0,0,0.988
insult,0.33,0.0,0,0.988
threat,0.02,0.0,0,0.988
obscene,0.03,0.0,0,0.988
toxicity,0.79,0.1666666716337204,0,0.926
insult,0.96,0.1666666716337204,0,0.926
threat,0.03,0.0,0,0.926
obscene,0.04,0.0,0,0.926
toxicity,0.69,0.699999988079071,1,0.93
insult,0.48,0.0,0,0.93
threat,0.31,0.699999988079071,1,0.93
obscene,0.04,0.0,0,0.93
toxicity,0.83,0.20000000298023224,0,0.971
insult,0.96,0.20000000298023224,0,0.971
threat,0.03,0.0,0,0.971
obscene,0.04,0.0,0,0.971
toxicity,0.81,0.6578947305679321,1,0.999
insult,0.71,0.6184210777282715,1,0.999
threat,0.07,0.02631578966975212,0,0.999
obscene,0.09,0.10526315867900848,0,0.999
toxicity,0.95,0.75,1,0.927
insult,0.96,0.6973684430122375,1,0.927
threat,0.07,0.0,0,0.927
obscene,0.11,0.10526315867900848,0,0.927
toxicity,0.57,0.4000000059604645,0,0.959
insult,0.93,0.4000000059604645,0,0.959
threat,0.02,0.0,0,0.959
obscene,0.05,0.0,0,0.959
toxicity,0.51,0.5,1,0.918
insult,0.52,0.4000000059604645,0,0.918
threat,0.02,0.0,0,0.918
obscene,0.13,0.20000000298023224,0,0.918
toxicity,0.74,0.762499988079071,1,0.969
insult,0.87,0.737500011920929,1,0.969
threat,0.03,0.012500000186264515,0,0.969
obscene,0.39,0.3125,0,0.969
toxicity,0.73,0.1666666716337204,0,0.913
insult,0.89,0.1666666716337204,0,0.913
threat,0.03,0.0,0,0.913
obscene,0.14,0.0,0,0.913
toxicity,0.31,0.4000000059604645,0,0.908
insult,0.84,0.4000000059604645,0,0.908
threat,0.03,0.0,0,0.908
obscene,0.06,0.0,0,0.908
toxicity,0.59,0.4000000059604645,0,0.899
insult,0.88,0.5,1,0.899
threat,0.02,0.0,0,0.899
obscene,0.03,0.0,0,0.899
toxicity,0.95,0.9107142686843872,1,0.977
insult,0.8,0.8035714030265808,1,0.977
threat,0.16,0.01785714365541935,0,0.977
obscene,0.99,0.875,1,0.977
toxicity,0.84,0.30000001192092896,0,0.961
insult,0.97,0.4000000059604645,0,0.961
threat,0.08,0.0,0,0.961
obscene,0.33,0.0,0,0.961
toxicity,0.83,0.5,1,0.99
insult,0.94,0.5,1,0.99
threat,0.07,0.10000000149011612,0,0.99
obscene,0.12,0.0,0,0.99
toxicity,0.73,0.20000000298023224,0,0.963
insult,0.89,0.20000000298023224,0,0.963
threat,0.3,0.10000000149011612,0,0.963
obscene,0.08,0.0,0,0.963
toxicity,0.92,0.8289473652839661,1,0.932
insult,0.96,0.8421052694320679,1,0.932
threat,0.33,0.03947368264198303,0,0.932
obscene,0.06,0.05263157933950424,0,0.932
toxicity,0.41,0.8333333134651184,1,0.94
insult,0.48,0.8333333134651184,1,0.94
threat,0.03,0.0,0,0.94
obscene,0.43,0.0,0,0.94
toxicity,0.26,0.0,0,0.957
insult,0.14,0.0,0,0.957
threat,0.02,0.0,0,0.957
obscene,0.06,0.0,0,0.957
toxicity,0.15,0.4000000059604645,0,1.026
insult,0.29,0.30000001192092896,0,1.026
threat,0.03,0.10000000149011612,0,1.026
obscene,0.04,0.10000000149011612,0,1.026
toxicity,0.7,0.800000011920929,1,0.996
insult,0.67,0.800000011920929,1,0.996
threat,0.02,0.0,0,0.996
obscene,0.04,0.0,0,0.996
toxicity,0.05,0.0,0,1.132
insult,0.02,0.0,0,1.132
threat,0.01,0.0,0,1.132
obscene,0.02,0.0,0,1.132
toxicity,0.81,0.5,1,0.939
insult,0.95,0.5,1,0.939
threat,0.02,0.0,0,0.939
obscene,0.06,0.0,0,0.939
toxicity,0.32,0.0,0,0.948
insult,0.18,0.0,0,0.948
threat,0.02,0.0,0,0.948
obscene,0.03,0.0,0,0.948
toxicity,0.72,0.8409090638160706,1,0.944
insult,0.98,0.7954545617103577,1,0.944
threat,0.02,0.0,0,0.944
obscene,0.1,0.13636364042758942,0,0.944
toxicity,0.4,0.30000001192092896,0,0.946
insult,0.33,0.20000000298023224,0,0.946
threat,0.01,0.0,0,0.946
obscene,0.05,0.0,0,0.946
toxicity,0.78,0.5,1,0.909
insult,0.8,0.5,1,0.909
threat,0.08,0.0,0,0.909
obscene,0.04,0.0,0,0.909
toxicity,0.76,0.30000001192092896,0,1.011
insult,0.82,0.20000000298023224,0,1.011
threat,0.03,0.0,0,1.011
obscene,0.04,0.0,0,1.011
toxicity,0.72,0.0,0,0.949
insult,0.75,0.0,0,0.949
threat,0.02,0.0,0,0.949
obscene,0.05,0.0,0,0.949
toxicity,0.27,0.699999988079071,1,0.966
insult,0.11,0.699999988079071,1,0.966
threat,0.03,0.0,0,0.966
obscene,0.03,0.10000000149011612,0,0.966
toxicity,0.24,0.4000000059604645,0,0.912
insult,0.4,0.4000000059604645,0,0.912
threat,0.05,0.0,0,0.912
obscene,0.07,0.0,0,0.912
toxicity,0.62,0.762499988079071,1,0.98
insult,0.84,0.5249999761581421,1,0.98
threat,0.02,0.012500000186264515,0,0.98
obscene,0.73,0.675000011920929,1,0.98
toxicity,0.92,0.6000000238418579,1,0.915
insult,0.98,0.54666668176651,1,0.915
threat,0.83,0.23999999463558197,0,0.915
obscene,0.12,0.06666667014360428,0,0.915
toxicity,0.92,0.6190476417541504,1,0.936
insult,0.99,0.6190476417541504,1,0.936
threat,0.03,0.0,0,0.936
obscene,0.06,0.0317460335791111,0,0.936
toxicity,0.96,0.8269230723381042,1,0.926
insult,0.98,0.8461538553237915,1,0.926
threat,0.05,0.0,0,0.926
obscene,0.07,0.03846153989434242,0,0.926
toxicity,0.34,0.30000001192092896,0,1.026
insult,0.32,0.20000000298023224,0,1.026
threat,0.01,0.0,0,1.026
obscene,0.05,0.0,0,1.026
toxicity,0.92,0.7076923251152039,1,0.99
insult,0.97,0.7076923251152039,1,0.99
threat,0.03,0.0,0,0.99
obscene,0.06,0.04615384712815285,0,0.99
toxicity,0.71,0.30000001192092896,0,0.94
insult,0.89,0.10000000149011612,0,0.94
threat,0.03,0.0,0,0.94
obscene,0.03,0.10000000149011612,0,0.94
toxicity,0.85,0.5,1,0.902
insult,0.97,0.5,1,0.902
threat,0.03,0.0,0,0.902
obscene,0.05,0.10000000149011612,0,0.902
toxicity,0.06,0.0,0,0.918
insult,0.04,0.0,0,0.918
threat,0.01,0.0,0,0.918
obscene,0.02,0.0,0,0.918
toxicity,0.64,0.1666666716337204,0,0.95
insult,0.59,0.0,0,0.95
threat,0.02,0.0,0,0.95
obscene,0.25,0.1666666716337204,0,0.95
toxicity,0.67,0.20000000298023224,0,0.932
insult,0.66,0.0,0,0.932
threat,0.42,0.20000000298023224,0,0.932
obscene,0.04,0.0,0,0.932
toxicity,0.72,0.5,1,0.986
insult,0.92,0.6000000238418579,1,0.986
threat,0.03,0.0,0,0.986
obscene,0.05,0.0,0,0.986
toxicity,0.94,0.5,1,0.997
insult,0.96,0.5,1,0.997
threat,0.06,0.0,0,0.997
obscene,0.69,0.30000001192092896,0,0.997
toxicity,0.88,0.4000000059604645,0,0.966
insult,0.92,0.20000000298023224,0,0.966
threat,0.05,0.10000000149011612,0,0.966
obscene,0.04,0.0,0,0.966
toxicity,0.77,0.30000001192092896,0,0.949
insult,0.93,0.30000001192092896,0,0.949
threat,0.03,0.0,0,0.949
obscene,0.6,0.20000000298023224,0,0.949
toxicity,0.24,0.1666666716337204,0,0.978
insult,0.12,0.0,0,0.978
threat,0.01,0.0,0,0.978
obscene,0.02,0.0,0,0.978
toxicity,0.39,0.0,0,0.898
insult,0.59,0.0,0,0.898
threat,0.02,0.0,0,0.898
obscene,0.03,0.0,0,0.898
toxicity,0.46,0.20000000298023224,0,0.928
insult,0.08,0.0,0,0.928
threat,0.37,0.20000000298023224,0,0.928
obscene,0.03,0.0,0,0.928
toxicity,0.81,0.0,0,0.974
insult,0.87,0.0,0,0.974
threat,0.04,0.0,0,0.974
obscene,0.06,0.0,0,0.974
toxicity,0.63,1.0,1,0.981
insult,0.87,0.699999988079071,1,0.981
threat,0.02,0.0,0,0.981
obscene,0.12,1.0,1,0.981
toxicity,0.23,0.0,0,1.007
insult,0.18,0.0,0,1.007
threat,0.01,0.0,0,1.007
obscene,0.03,0.0,0,1.007
toxicity,0.3,0.4482758641242981,0,0.895
insult,0.15,0.2586206793785095,0,0.895
threat,0.01,0.0,0,0.895
obscene,0.92,0.2068965584039688,0,0.895
toxicity,0.77,0.1666666716337204,0,0.952
insult,0.94,0.1666666716337204,0,0.952
threat,0.04,0.0,0,0.952
obscene,0.04,0.0,0,0.952
toxicity,0.44,0.0,0,0.973
insult,0.33,0.0,0,0.973
threat,0.02,0.0,0,0.973
obscene,0.03,0.0,0,0.973
toxicity,0.9,0.800000011920929,1,0.969
insult,0.96,0.800000011920929,1,0.969
threat,0.16,0.0,0,0.969
obscene,0.29,0.10000000149011612,0,0.969
toxicity,0.7,0.8428571224212646,1,0.915
insult,0.86,0.8428571224212646,1,0.915
threat,0.03,0.0,0,0.915
obscene,0.11,0.2857142984867096,0,0.915
toxicity,0.53,0.5,1,1.346
insult,0.5,0.10000000149011612,0,1.346
threat,0.02,0.0,0,1.346
obscene,0.03,0.10000000149011612,0,1.346
toxicity,0.6,0.7727272510528564,1,0.97
insult,0.55,0.6666666865348816,1,0.97
threat,0.02,0.0,0,0.97
obscene,0.1,0.1515151560306549,0,0.97
toxicity,0.43,0.30000001192092896,0,0.938
insult,0.75,0.4000000059604645,0,0.938
threat,0.02,0.0,0,0.938
obscene,0.04,0.0,0,0.938
toxicity,0.57,0.4000000059604645,0,0.934
insult,0.73,0.4000000059604645,0,0.934
threat,0.03,0.0,0,0.934
obscene,0.13,0.0,0,0.934
toxicity,0.53,0.5,1,0.967
insult,0.44,0.20000000298023224,0,0.967
threat,0.03,0.0,0,0.967
obscene,0.04,0.0,0,0.967
toxicity,0.81,0.5,1,1.046
insult,0.96,0.699999988079071,1,1.046
threat,0.03,0.0,0,1.046
obscene,0.11,0.0,0,1.046
toxicity,0.74,0.4000000059604645,0,1.014
insult,0.39,0.20000000298023224,0,1.014
threat,0.03,0.0,0,1.014
obscene,0.03,0.0,0,1.014
toxicity,0.83,0.4000000059604645,0,0.975
insult,0.97,0.4000000059604645,0,0.975
threat,0.06,0.0,0,0.975
obscene,0.13,0.0,0,0.975
toxicity,0.89,0.612500011920929,1,0.911
insult,0.94,0.4000000059604645,0,0.911
threat,0.53,0.3375000059604645,0,0.911
obscene,0.23,0.15000000596046448,0,0.911
toxicity,0.45,0.9027777910232544,1,0.959
insult,0.4,0.1666666716337204,0,0.959
threat,0.36,0.8194444179534912,1,0.959
obscene,0.04,0.0,0,0.959
toxicity,0.5,0.8333333134651184,1,0.965
insult,0.84,0.8333333134651184,1,0.965
threat,0.02,0.0,0,0.965
obscene,0.04,0.0,0,0.965
toxicity,0.46,0.20000000298023224,0,1.026
insult,0.76,0.20000000298023224,0,1.026
threat,0.02,0.0,0,1.026
obscene,0.36,0.0,0,1.026
toxicity,0.62,0.1666666716337204,0,0.913
insult,0.81,0.0,0,0.913
threat,0.02,0.0,0,0.913
obscene,0.12,0.0,0,0.913
toxicity,0.56,0.7066666483879089,1,0.983
insult,0.56,0.13333334028720856,0,0.983
threat,0.07,0.4933333396911621,0,0.983
obscene,0.04,0.02666666731238365,0,0.983
toxicity,0.22,0.0,0,0.96
insult,0.14,0.0,0,0.96
threat,0.02,0.0,0,0.96
obscene,0.03,0.0,0,0.96
toxicity,0.88,0.4000000059604645,0,0.906
insult,0.9,0.30000001192092896,0,0.906
threat,0.04,0.0,0,0.906
obscene,0.12,0.10000000149011612,0,0.906
toxicity,0.18,0.0,0,0.944
insult,0.26,0.0,0,0.944
threat,0.01,0.0,0,0.944
obscene,0.02,0.0,0,0.944
toxicity,0.44,0.0,0,0.924
insult,0.31,0.0,0,0.924
threat,0.02,0.0,0,0.924
obscene,0.03,0.0,0,0.924
toxicity,0.93,0.837837815284729,1,0.984
insult,0.95,0.2702702581882477,0,0.984
threat,0.95,0.7972972989082336,1,0.984
obscene,0.21,0.027027027681469917,0,0.984
toxicity,0.42,0.20000000298023224,0,0.936
insult,0.38,0.0,0,0.936
threat,0.02,0.0,0,0.936
obscene,0.26,0.0,0,0.936
toxicity,0.07,0.1666666716337204,0,0.983
insult,0.06,0.0,0,0.983
threat,0.01,0.0,0,0.983
obscene,0.03,0.0,0,0.983
toxicity,0.72,0.8166666626930237,1,0.892
insult,0.91,0.7666666507720947,1,0.892
threat,0.02,0.03333333507180214,0,0.892
obscene,0.41,0.18333333730697632,0,0.892
toxicity,0.79,0.30000001192092896,0,0.958
insult,0.97,0.30000001192092896,0,0.958
threat,0.03,0.0,0,0.958
obscene,0.06,0.0,0,0.958
toxicity,0.4,0.20000000298023224,0,1.0
insult,0.35,0.20000000298023224,0,1.0
threat,0.02,0.20000000298023224,0,1.0
obscene,0.03,0.0,0,1.0
toxicity,0.89,0.7763158082962036,1,0.981
insult,0.98,0.7763158082962036,1,0.981
threat,0.04,0.01315789483487606,0,0.981
obscene,0.13,0.1315789520740509,0,0.981
toxicity,0.36,0.0,0,0.911
insult,0.71,0.0,0,0.911
threat,0.02,0.0,0,0.911
obscene,0.04,0.0,0,0.911
toxicity,0.22,0.0,0,0.941
insult,0.18,0.0,0,0.941
threat,0.06,0.0,0,0.941
obscene,0.03,0.0,0,0.941
toxicity,0.76,0.5,1,0.966
insult,0.91,0.4000000059604645,0,0.966
threat,0.08,0.20000000298023224,0,0.966
obscene,0.13,0.10000000149011612,0,0.966
toxicity,0.7,0.1666666716337204,0,0.946
insult,0.8,0.1666666716337204,0,0.946
threat,0.07,0.0,0,0.946
obscene,0.06,0.0,0,0.946
toxicity,0.35,0.0,0,0.927
insult,0.57,0.1666666716337204,0,0.927
threat,0.02,0.0,0,0.927
obscene,0.03,0.0,0,0.927
toxicity,0.88,0.1666666716337204,0,0.967
insult,0.89,0.1666666716337204,0,0.967
threat,0.08,0.0,0,0.967
obscene,0.2,0.0,0,0.967
toxicity,0.83,0.5,1,0.958
insult,0.91,0.5,1,0.958
threat,0.02,0.0,0,0.958
obscene,0.05,0.0,0,0.958
toxicity,0.94,0.4000000059604645,0,0.99
insult,0.95,0.4000000059604645,0,0.99
threat,0.02,0.0,0,0.99
obscene,0.03,0.0,0,0.99
toxicity,0.61,0.8333333134651184,1,0.914
insult,0.96,0.8333333134651184,1,0.914
threat,0.02,0.0,0,0.914
obscene,0.04,0.0,0,0.914
toxicity,0.77,0.5,1,1.02
insult,0.9,0.10000000149011612,0,1.02
threat,0.07,0.0,0,1.02
obscene,0.06,0.0,0,1.02
toxicity,0.47,0.0,0,0.955
insult,0.49,0.0,0,0.955
threat,0.05,0.0,0,0.955
obscene,0.04,0.0,0,0.955
toxicity,0.39,0.4000000059604645,0,0.944
insult,0.31,0.20000000298023224,0,0.944
threat,0.03,0.0,0,0.944
obscene,0.13,0.10000000149011612,0,0.944
toxicity,0.26,0.20000000298023224,0,0.983
insult,0.22,0.20000000298023224,0,0.983
threat,0.02,0.0,0,0.983
obscene,0.03,0.0,0,0.983
toxicity,0.34,0.5,1,0.955
insult,0.61,0.10000000149011612,0,0.955
threat,0.03,0.20000000298023224,0,0.955
obscene,0.4,0.20000000298023224,0,0.955
toxicity,0.43,0.5,1,0.985
insult,0.72,0.4000000059604645,0,0.985
threat,0.09,0.0,0,0.985
obscene,0.03,0.0,0,0.985
toxicity,0.67,0.6000000238418579,1,0.958
insult,0.66,0.10000000149011612,0,0.958
threat,0.06,0.4000000059604645,0,0.958
obscene,0.12,0.0,0,0.958
toxicity,0.89,0.7966101765632629,1,0.977
insult,0.96,0.7796609997749329,1,0.977
threat,0.04,0.0,0,0.977
obscene,0.35,0.11864406615495682,0,0.977
toxicity,0.71,0.4000000059604645,0,0.906
insult,0.92,0.4000000059604645,0,0.906
threat,0.04,0.0,0,0.906
obscene,0.05,0.0,0,0.906
toxicity,0.46,0.0,0,0.954
insult,0.63,0.0,0,0.954
threat,0.02,0.0,0,0.954
obscene,0.06,0.0,0,0.954
toxicity,0.63,0.1666666716337204,0,0.943
insult,0.57,0.0,0,0.943
threat,0.25,0.0,0,0.943
obscene,0.03,0.0,0,0.943
toxicity,0.83,0.7377049326896667,1,1.307
insult,0.78,0.7540983557701111,1,1.307
threat,0.04,0.0,0,1.307
obscene,0.38,0.016393441706895828,0,1.307
toxicity,0.91,0.30000001192092896,0,0.922
insult,0.97,0.10000000149011612,0,0.922
threat,0.85,0.20000000298023224,0,0.922
obscene,0.06,0.0,0,0.922
toxicity,0.84,0.6625000238418579,1,0.971
insult,0.96,0.625,1,0.971
threat,0.05,0.23749999701976776,0,0.971
obscene,0.19,0.16249999403953552,0,0.971
toxicity,0.87,0.4000000059604645,0,0.879
insult,0.92,0.4000000059604645,0,0.879
threat,0.06,0.0,0,0.879
obscene,0.04,0.10000000149011612,0,0.879
toxicity,0.39,0.20000000298023224,0,0.967
insult,0.66,0.0,0,0.967
threat,0.05,0.0,0,0.967
obscene,0.04,0.0,0,0.967
toxicity,0.54,0.20000000298023224,0,0.904
insult,0.71,0.20000000298023224,0,0.904
threat,0.03,0.0,0,0.904
obscene,0.05,0.0,0,0.904
toxicity,0.35,0.0,0,0.959
insult,0.26,0.0,0,0.959
threat,0.02,0.0,0,0.959
obscene,0.03,0.0,0,0.959
toxicity,0.7,0.65625,1,0.921
insult,0.87,0.65625,1,0.921
threat,0.02,0.0,0,0.921
obscene,0.07,0.03125,0,0.921
toxicity,0.52,0.30000001192092896,0,0.93
insult,0.58,0.30000001192092896,0,0.93
threat,0.02,0.0,0,0.93
obscene,0.03,0.0,0,0.93
toxicity,0.86,0.4000000059604645,0,0.995
insult,0.95,0.30000001192092896,0,0.995
threat,0.03,0.0,0,0.995
obscene,0.04,0.20000000298023224,0,0.995
toxicity,0.84,0.375,0,0.92
insult,0.87,0.3333333432674408,0,0.92
threat,0.15,0.0,0,0.92
obscene,0.13,0.1805555522441864,0,0.92
toxicity,0.34,0.30000001192092896,0,0.974
insult,0.81,0.30000001192092896,0,0.974
threat,0.02,0.0,0,0.974
obscene,0.03,0.0,0,0.974
toxicity,0.75,0.20000000298023224,0,0.959
insult,0.82,0.20000000298023224,0,0.959
threat,0.04,0.0,0,0.959
obscene,0.03,0.0,0,0.959
toxicity,0.48,0.30000001192092896,0,0.906
insult,0.66,0.30000001192092896,0,0.906
threat,0.02,0.0,0,0.906
obscene,0.06,0.0,0,0.906
toxicity,0.16,0.0,0,0.949
insult,0.23,0.0,0,0.949
threat,0.01,0.0,0,0.949
obscene,0.03,0.0,0,0.949
toxicity,0.81,0.30000001192092896,0,0.944
insult,0.83,0.20000000298023224,0,0.944
threat,0.05,0.0,0,0.944
obscene,0.05,0.0,0,0.944
toxicity,0.82,0.30000001192092896,0,0.899
insult,0.92,0.30000001192092896,0,0.899
threat,0.04,0.0,0,0.899
obscene,0.05,0.0,0,0.899
toxicity,0.88,0.699999988079071,1,0.879
insult,0.96,0.699999988079071,1,0.879
threat,0.06,0.0,0,0.879
obscene,0.09,0.20000000298023224,0,0.879
toxicity,0.87,0.1666666716337204,0,0.916
insult,0.91,0.1666666716337204,0,0.916
threat,0.06,0.0,0,0.916
obscene,0.1,0.0,0,0.916
toxicity,0.55,0.6000000238418579,1,0.917
insult,0.69,0.20000000298023224,0,0.917
threat,0.13,0.4000000059604645,0,0.917
obscene,0.08,0.10000000149011612,0,0.917
toxicity,0.03,0.20000000298023224,0,0.953
insult,0.02,0.0,0,0.953
threat,0.01,0.0,0,0.953
obscene,0.02,0.0,0,0.953
toxicity,0.09,0.20000000298023224,0,0.93
insult,0.06,0.20000000298023224,0,0.93
threat,0.02,0.0,0,0.93
obscene,0.02,0.0,0,0.93
toxicity,0.18,0.1666666716337204,0,0.988
insult,0.16,0.0,0,0.988
threat,0.03,0.0,0,0.988
obscene,0.03,0.0,0,0.988
toxicity,0.78,0.3513513505458832,0,0.905
insult,0.82,0.3513513505458832,0,0.905
threat,0.04,0.0,0,0.905
obscene,0.11,0.013513513840734959,0,0.905
toxicity,0.91,0.800000011920929,1,1.018
insult,0.95,0.6857143044471741,1,1.018
threat,0.06,0.04285714402794838,0,1.018
obscene,0.83,0.37142857909202576,0,1.018
toxicity,0.15,0.20000000298023224,0,0.927
insult,0.24,0.0,0,0.927
threat,0.03,0.0,0,0.927
obscene,0.02,0.0,0,0.927
toxicity,0.43,0.792682945728302,1,0.905
insult,0.32,0.46341463923454285,0,0.905
threat,0.03,0.0,0,0.905
obscene,0.85,0.7804877758026123,1,0.905
toxicity,0.41,0.0,0,0.934
insult,0.44,0.0,0,0.934
threat,0.02,0.0,0,0.934
obscene,0.03,0.0,0,0.934
toxicity,0.9,0.8787878751754761,1,0.974
insult,0.95,0.8484848737716675,1,0.974
threat,0.65,0.13636364042758942,0,0.974
obscene,0.38,0.22727273404598236,0,0.974
toxicity,0.48,0.20000000298023224,0,0.911
insult,0.58,0.20000000298023224,0,0.911
threat,0.07,0.0,0,0.911
obscene,0.12,0.0,0,0.911
toxicity,0.29,0.5,1,0.942
insult,0.29,0.4000000059604645,0,0.942
threat,0.02,0.0,0,0.942
obscene,0.38,0.10000000149011612,0,0.942
toxicity,0.83,0.20000000298023224,0,0.983
insult,0.89,0.20000000298023224,0,0.983
threat,0.05,0.0,0,0.983
obscene,0.04,0.0,0,0.983
toxicity,0.44,0.1666666716337204,0,0.971
insult,0.28,0.1666666716337204,0,0.971
threat,0.02,0.0,0,0.971
obscene,0.04,0.0,0,0.971
toxicity,0.59,0.0,0,0.968
insult,0.84,0.0,0,0.968
threat,0.03,0.0,0,0.968
obscene,0.58,0.0,0,0.968
toxicity,0.81,0.6000000238418579,1,0.996
insult,0.85,0.30000001192092896,0,0.996
threat,0.13,0.20000000298023224,0,0.996
obscene,0.06,0.0,0,0.996
toxicity,0.62,0.20000000298023224,0,0.959
insult,0.87,0.0,0,0.959
threat,0.03,0.0,0,0.959
obscene,0.06,0.0,0,0.959
toxicity,0.51,0.0,0,0.921
insult,0.55,0.0,0,0.921
threat,0.02,0.0,0,0.921
obscene,0.03,0.0,0,0.921
toxicity,0.88,0.30000001192092896,0,0.99
insult,0.94,0.30000001192092896,0,0.99
threat,0.03,0.0,0,0.99
obscene,0.06,0.10000000149011612,0,0.99
toxicity,0.76,0.6000000238418579,1,0.993
insult,0.79,0.6000000238418579,1,0.993
threat,0.53,0.20000000298023224,0,0.993
obscene,0.04,0.0,0,0.993
toxicity,0.12,0.0,0,0.949
insult,0.18,0.0,0,0.949
threat,0.02,0.0,0,0.949
obscene,0.04,0.0,0,0.949
toxicity,0.75,0.5,1,0.932
insult,0.86,0.5,1,0.932
threat,0.03,0.0,0,0.932
